spc_latin,latitude,longitude,tree_dbh
Tilia tomentosa,40.80530618,-73.94550837,4
Quercus palustris,40.80683756,-73.94523353,4
Tilia tomentosa,40.80626011,-73.94608665,4
Gleditsia triacanthos var. inermis,40.80665357,-73.94508816,4
Pyrus calleryana,40.80648281,-73.94268133,4
Quercus shumardii,40.80492611,-73.94551937,4
Gymnocladus dioicus,40.80814398,-73.94503325,4
Styphnolobium japonicum,40.80547109,-73.94511994,4
Gleditsia triacanthos var. inermis,40.80621871,-73.94572895,4
Platanus x acerifolia,40.80468506,-73.94598427,4
Pyrus calleryana,40.80667513,-73.94313824,4
Ulmus parvifolia,40.81319243,-73.95165298,4
Tilia americana,40.81306105,-73.9519565,4
Gleditsia triacanthos var. inermis,40.81682702,-73.9526373,4
Acer saccharinum,40.81550308,-73.95456957,4
Pyrus calleryana,40.81486951,-73.95264164,4
Quercus acutissima,40.81310973,-73.95473164,4
Prunus serotina,40.81155406,-73.95225014,4
Pyrus calleryana,40.81309812,-73.95204512,4
Ulmus parvifolia,40.81429602,-73.95127567,4
Ulmus parvifolia,40.81389584,-73.95226265,4
Metasequoia glyptostroboides,40.81319607,-73.95227931,4
Tilia americana,40.81313915,-73.95214322,4
Ulmus parvifolia,40.81324532,-73.95161463,4
Styphnolobium japonicum,40.81479252,-73.95245825,4
Quercus palustris,40.81407392,-73.95100982,4
Pyrus calleryana,40.81494651,-73.95282504,4
Quercus palustris,40.814223,-73.95110176,4
Quercus acutissima,40.81261418,-73.95429674,4
Gleditsia triacanthos var. inermis,40.8167031,-73.95272757,4
Acer palmatum,40.81158589,-73.95232605,4
Pyrus calleryana,40.81483102,-73.95254994,4
Aesculus hippocastanum,40.80894986,-73.94414085,4
Quercus palustris,40.80892891,-73.9424154,4
Pyrus calleryana,40.80938986,-73.94325053,4
Acer rubrum,40.81002769,-73.94114338,4
Gleditsia triacanthos var. inermis,40.80960733,-73.94014654,4
Zelkova serrata,40.81044506,-73.94335155,4
Zelkova serrata,40.81082275,-73.94323771,4
Magnolia acuminata,40.81013979,-73.94335945,4
Zelkova serrata,40.81306687,-73.94257369,4
Ginkgo biloba,40.81144737,-73.94296821,4
Zelkova serrata,40.81469163,-73.94641464,4
Tilia americana,40.81467618,-73.94773881,4
Quercus alba,40.81450571,-73.94597283,4
Tilia americana,40.81265408,-73.94325279,4
Tilia cordata,40.81236047,-73.94255584,4
Quercus palustris,40.81379079,-73.9450184,4
Pyrus calleryana,40.81256996,-73.94305312,4
Zelkova serrata,40.81285027,-73.94371849,4
Quercus alba,40.81445651,-73.9458559,4
Quercus palustris,40.81298218,-73.94560894,4
Quercus rubra,40.81431795,-73.94745731,4
Quercus alba,40.81454375,-73.94606322,4
Quercus alba,40.81416632,-73.94516633,4
Pyrus calleryana,40.81183576,-73.94324559,4
Taxodium distichum,40.81011321,-73.96213619,4
Pyrus calleryana,40.80994899,-73.96042481,4
Quercus phellos,40.80951771,-73.96257017,4
Carpinus japonica,40.80568316,-73.96228741,4
Zelkova serrata,40.80611864,-73.96332643,4
Malus,40.81160396,-73.96125695,4
Taxodium distichum,40.80998835,-73.96222719,4
Tilia cordata,40.81078741,-73.96073061,4
Zelkova serrata,40.80627494,-73.96369934,4
Zelkova serrata,40.80605236,-73.96316828,4
Ulmus parvifolia,40.8045974,-73.94550154,4
Metasequoia glyptostroboides,40.8045307,-73.9455503,4
Quercus rubra,40.80541908,-73.9421379,4
Gleditsia triacanthos var. inermis,40.80379971,-73.94582565,4
Quercus bicolor,40.80591586,-73.94453767,4
Quercus bicolor,40.80583052,-73.94311021,4
Quercus palustris,40.80515091,-73.94150164,4
Quercus imbricaria,40.80574959,-73.94465923,4
Styphnolobium japonicum,40.80535009,-73.94495129,4
Styphnolobium japonicum,40.80414382,-73.9420113,4
Quercus shumardii,40.80462292,-73.94166161,4
Quercus bicolor,40.80544819,-73.9422067,4
Quercus imbricaria,40.80604015,-73.94444681,4
Quercus bicolor,40.80598041,-73.94449049,4
Quercus bicolor,40.80468244,-73.94161816,4
Quercus bicolor,40.80559429,-73.94255195,4
Quercus rubra,40.80562246,-73.94261853,4
Quercus bicolor,40.80617711,-73.94434583,4
Quercus imbricaria,40.80495731,-73.94523843,4
Quercus palustris,40.80552591,-73.94239037,4
Quercus bicolor,40.80610945,-73.9443953,4
Quercus bicolor,40.80556063,-73.94247242,4
Quercus bicolor,40.80425861,-73.94574921,4
Acer rubrum,40.80805633,-73.95450521,4
Quercus palustris,40.80820262,-73.95285236,4
Gleditsia triacanthos var. inermis,40.80791579,-73.95480725,4
Fraxinus pennsylvanica,40.80772549,-73.95474794,4
Ginkgo biloba,40.80894218,-73.9524567,4
Acer rubrum,40.80789091,-73.95462657,4
Quercus palustris,40.808157,-73.95422146,4
Gleditsia triacanthos var. inermis,40.80782195,-73.95487504,4
Quercus palustris,40.80866954,-73.95348628,4
Metasequoia glyptostroboides,40.81128439,-73.95187608,4
Quercus palustris,40.80809569,-73.9540762,4
Tilia cordata,40.80801031,-73.95413985,4
Quercus palustris,40.80870029,-73.95355884,4
Fraxinus pennsylvanica,40.80765597,-73.95479894,4
Acer rubrum,40.80810188,-73.95447179,4
Quercus palustris,40.80826766,-73.95277207,4
Ginkgo biloba,40.81226366,-73.9603492,4
Zelkova serrata,40.81553442,-73.96069639,4
Pyrus calleryana,40.81347444,-73.96130141,4
Ginkgo biloba,40.81164168,-73.96050193,4
Zelkova serrata,40.81583787,-73.95864179,4
Quercus bicolor,40.81692108,-73.95958567,4
Prunus cerasifera,40.81530533,-73.95895645,4
Gleditsia triacanthos var. inermis,40.81192503,-73.95925301,4
Tilia americana,40.81389219,-73.96099677,4
Ulmus parvifolia,40.81340647,-73.95971061,4
Gleditsia triacanthos var. inermis,40.81201002,-73.95945536,4
Gleditsia triacanthos var. inermis,40.81649232,-73.9604661,4
Gleditsia triacanthos var. inermis,40.81175772,-73.95885465,4
Tilia cordata,40.81293822,-73.96268515,4
Malus,40.81513655,-73.96098564,4
Gleditsia triacanthos var. inermis,40.81196753,-73.95935418,4
Tilia cordata,40.81367532,-73.96210452,4
Malus,40.81495395,-73.96111839,4
Acer platanoides,40.81504765,-73.95995702,4
Styphnolobium japonicum,40.81138187,-73.95988605,4
Ginkgo biloba,40.81091819,-73.95878697,4
Quercus rubra,40.81007689,-73.94874872,4
Carpinus betulus,40.81100706,-73.94347296,4
Pyrus calleryana,40.8088101,-73.94472843,4
Zelkova serrata,40.81020679,-73.94387708,4
Pyrus calleryana,40.81137866,-73.94603249,4
Zelkova serrata,40.80993407,-73.94407747,4
Styphnolobium japonicum,40.81060514,-73.948332,4
Zelkova serrata,40.81039414,-73.94950028,4
Eucommia ulmoides,40.81117665,-73.94555371,4
Gleditsia triacanthos var. inermis,40.81028199,-73.94534987,4
Pyrus calleryana,40.80926779,-73.94515673,4
Crataegus,40.81126015,-73.9466487,4
Crataegus,40.80926578,-73.94440267,4
Styphnolobium japonicum,40.8098246,-73.94622283,4
Platanus x acerifolia,40.81039514,-73.94783428,4
Platanus x acerifolia,40.81036395,-73.94776038,4
Prunus,40.81195903,-73.94635864,4
Platanus x acerifolia,40.8100784,-73.94772717,4
Styphnolobium japonicum,40.81050307,-73.94809009,4
Gleditsia triacanthos var. inermis,40.81131022,-73.95019398,4
Ulmus americana,40.81011449,-73.94495165,4
Quercus rubra,40.81003743,-73.94865525,4
Pyrus calleryana,40.80948396,-73.94734662,4
Pyrus calleryana,40.80937378,-73.94540818,4
Styphnolobium japonicum,40.81103928,-73.94936094,4
Quercus rubra,40.81013101,-73.94887693,4
Prunus,40.81309963,-73.9466325,4
Styphnolobium japonicum,40.81086738,-73.94895353,4
Platanus x acerifolia,40.81012871,-73.94769016,4
Quercus rubra,40.80630254,-73.95930941,4
Tilia americana,40.80634769,-73.95974788,4
Tilia americana,40.80655983,-73.96024815,4
Quercus rubra,40.806613,-73.95908312,4
Tilia americana,40.80662563,-73.96040334,4
Ginkgo biloba,40.81533656,-73.95752026,4
Prunus,40.81806336,-73.95531601,4
Gleditsia triacanthos var. inermis,40.81928963,-73.95899612,4
Metasequoia glyptostroboides,40.81742379,-73.95567943,4
Prunus,40.81790064,-73.95535958,4
Metasequoia glyptostroboides,40.817359,-73.9557188,4
Metasequoia glyptostroboides,40.8172967,-73.95575666,4
Quercus palustris,40.81531318,-73.95497711,4
Gleditsia triacanthos var. inermis,40.81912566,-73.95860808,4
Gleditsia triacanthos var. inermis,40.81877759,-73.95804253,4
Populus tremuloides,40.81529186,-73.95762395,4
Quercus phellos,40.81386177,-73.95577357,4
Fraxinus pennsylvanica,40.81034901,-73.95384734,4
Tilia cordata,40.81056233,-73.95366499,4
Gleditsia triacanthos var. inermis,40.81133519,-73.95450976,4
Prunus serotina,40.80996933,-73.95462773,4
Quercus imbricaria,40.81183936,-73.95353349,4
Ulmus americana,40.81058769,-73.95609178,4
Pyrus calleryana,40.81115342,-73.95327874,4
Pyrus calleryana,40.81118832,-73.95336067,4
Ulmus americana,40.81055036,-73.95600336,4
Ulmus americana,40.81073301,-73.95643596,4
Prunus serotina,40.81148748,-73.95235677,4
Styphnolobium japonicum,40.80657248,-73.94682977,4
Gleditsia triacanthos var. inermis,40.80919382,-73.9479407,4
Quercus palustris,40.80775413,-73.94899236,4
Pyrus calleryana,40.80812422,-73.95050887,4
Platanus x acerifolia,40.80932478,-73.9482817,4
Pyrus calleryana,40.80851192,-73.94748951,4
Tilia americana,40.80727285,-73.95016255,4
Fraxinus pennsylvanica,40.8085437,-73.95124575,4
Gleditsia triacanthos var. inermis,40.80964461,-73.95018076,4
Quercus acutissima,40.80747833,-73.94962715,4
Pyrus calleryana,40.80922652,-73.94703923,4
Pyrus calleryana,40.80931749,-73.94725495,4
Liquidambar styraciflua,40.80988035,-73.94854302,4
Styphnolobium japonicum,40.80783558,-73.94956179,4
Styphnolobium japonicum,40.80654508,-73.94676468,4
Gleditsia triacanthos var. inermis,40.80857569,-73.95158376,4
Tilia cordata,40.80798988,-73.95184948,4
Pyrus calleryana,40.80927873,-73.94716304,4
Platanus x acerifolia,40.80757909,-73.94563006,4
Styphnolobium japonicum,40.80662409,-73.94695237,4
Quercus acutissima,40.80754398,-73.94957889,4
Platanus x acerifolia,40.80740496,-73.94575605,4
Quercus acutissima,40.80667113,-73.94629665,4
Tilia cordata,40.80824307,-73.95053082,4
Liquidambar styraciflua,40.80991151,-73.94861693,4
Quercus alba,40.80877659,-73.94597228,4
Pyrus calleryana,40.80790286,-73.94998185,4
Tilia cordata,40.80827417,-73.95060478,4
Platanus x acerifolia,40.80744873,-73.94572438,4
Zelkova serrata,40.80927519,-73.95168651,4
Zelkova serrata,40.80914158,-73.95178354,4
Tilia americana,40.80691592,-73.94738749,4
Gleditsia triacanthos var. inermis,40.80744046,-73.94889186,4
Platanus x acerifolia,40.80762143,-73.94559943,4
Zelkova serrata,40.80921367,-73.95173119,4
Gleditsia triacanthos var. inermis,40.81008757,-73.950747,4
Quercus palustris,40.80803719,-73.94878522,4
Tilia cordata,40.80811734,-73.95023183,4
Tilia americana,40.807705,-73.95117925,4
Gleditsia triacanthos var. inermis,40.80844242,-73.94732421,4
Styphnolobium japonicum,40.80789808,-73.94931874,4
Liquidambar styraciflua,40.81054003,-73.95010789,4
Zelkova serrata,40.80926462,-73.94788824,4
Pyrus calleryana,40.80671563,-73.94626372,4
Prunus cerasifera,40.80933637,-73.94783508,4
Quercus acutissima,40.80669266,-73.94628071,4
Quercus acutissima,40.80680989,-73.94619397,4
Liquidambar styraciflua,40.81069476,-73.95047495,4
Zelkova serrata,40.8090815,-73.95182718,4
Carpinus caroliniana,40.80677784,-73.94731764,4
Pyrus calleryana,40.80862766,-73.94776482,4
Gleditsia triacanthos var. inermis,40.80954176,-73.94812332,4
Quercus palustris,40.80794556,-73.94885228,4
Styphnolobium japonicum,40.77868749,-73.9556666,4
Tilia americana,40.77818663,-73.95474171,4
Tilia americana,40.77830236,-73.95501566,4
Quercus palustris,40.77851981,-73.95723984,4
Tilia americana,40.77849861,-73.95548024,4
Quercus palustris,40.7777878,-73.95549333,4
Styphnolobium japonicum,40.77991452,-73.95683769,4
Tilia americana,40.77834902,-73.95512613,4
Tilia cordata,40.77976152,-73.9572626,4
Styphnolobium japonicum,40.77982256,-73.95721829,4
Zelkova serrata,40.77923667,-73.95723559,4
Gleditsia triacanthos var. inermis,40.77902556,-73.95398418,4
Ulmus parvifolia,40.78006117,-73.95669779,4
Quercus palustris,40.77602073,-73.95550577,4
Pyrus calleryana,40.77485822,-73.95445781,4
Gleditsia triacanthos var. inermis,40.77668099,-73.95538151,4
Gleditsia triacanthos var. inermis,40.77502151,-73.95314594,4
Robinia pseudoacacia,40.77455926,-73.95177757,4
Quercus bicolor,40.77524486,-73.95563995,4
Quercus bicolor,40.77532955,-73.9555792,4
Ginkgo biloba,40.77470684,-73.95391243,4
Quercus bicolor,40.77604126,-73.95528323,4
Prunus,40.77457718,-73.9537921,4
Quercus bicolor,40.77521294,-73.95556415,4
Amelanchier,40.77435022,-73.95154784,4
Quercus palustris,40.77484573,-73.95639961,4
Styphnolobium japonicum,40.77731382,-73.95463565,4
Gleditsia triacanthos var. inermis,40.77576249,-73.95605484,4
Pyrus calleryana,40.77387057,-73.95212648,4
Quercus bicolor,40.7755245,-73.95604306,4
Quercus bicolor,40.77518102,-73.95548835,4
Pyrus calleryana,40.77462507,-73.95587689,4
Tilia tomentosa,40.77437704,-73.95161167,4
Zelkova serrata,40.77460259,-73.953852,4
Gleditsia triacanthos var. inermis,40.77820912,-73.95426591,4
Gleditsia triacanthos var. inermis,40.77829384,-73.95420482,4
Ginkgo biloba,40.77628144,-73.95022529,4
Styphnolobium japonicum,40.77685703,-73.95159143,4
Tilia cordata,40.77778627,-73.95379539,4
Pyrus calleryana,40.77775593,-73.95372339,4
Ginkgo biloba,40.77624738,-73.95014444,4
Quercus palustris,40.77848254,-73.95406876,4
Koelreuteria paniculata,40.77637697,-73.95214396,4
Styphnolobium japonicum,40.77693276,-73.95346959,4
Quercus palustris,40.77853068,-73.95403405,4
Gleditsia triacanthos var. inermis,40.77713757,-73.95198925,4
Quercus palustris,40.77849377,-73.95298424,4
Gleditsia triacanthos var. inermis,40.77714626,-73.94932034,4
Quercus phellos,40.77396523,-73.95133754,4
Quercus palustris,40.77512913,-73.95048561,4
Tilia cordata,40.77205777,-73.94672685,4
Carpinus caroliniana,40.77267912,-73.94759114,4
Fraxinus pennsylvanica,40.77463056,-73.95085463,4
Quercus palustris,40.77369204,-73.94999068,4
Ginkgo biloba,40.77472289,-73.95045625,4
Ginkgo biloba,40.77317792,-73.9485088,4
Gleditsia triacanthos var. inermis,40.77306007,-73.95019943,4
Ginkgo biloba,40.77289712,-73.94981463,4
Tilia cordata,40.77308183,-73.94657049,4
Quercus rubra,40.77396221,-73.95063333,4
Gleditsia triacanthos var. inermis,40.77248482,-73.94713177,4
Pyrus calleryana,40.77402034,-73.95129704,4
Tilia cordata,40.77303652,-73.94646318,4
Pyrus calleryana,40.77244938,-73.94875324,4
Zelkova serrata,40.77437003,-73.9476667,4
Quercus rubra,40.77403925,-73.95081658,4
Zelkova serrata,40.77421101,-73.95096229,4
Quercus palustris,40.77349811,-73.9492736,4
Ginkgo biloba,40.77390029,-73.9481942,4
Quercus rubra,40.77353995,-73.94937272,4
Gleditsia triacanthos var. inermis,40.77297539,-73.94999946,4
Tilia americana,40.77242177,-73.9489451,4
Ginkgo biloba,40.77352484,-73.94592685,4
Gleditsia triacanthos var. inermis,40.77658888,-73.94942496,4
Gleditsia triacanthos var. inermis,40.77452657,-73.94777224,4
Quercus phellos,40.7756531,-73.95011011,4
Tilia cordata,40.77449794,-73.94599924,4
Gleditsia triacanthos var. inermis,40.77667796,-73.94936081,4
Acer rubrum,40.77480932,-73.944997,4
Styphnolobium japonicum,40.77500155,-73.94692716,4
Ginkgo biloba,40.77382199,-73.94571066,4
Pyrus calleryana,40.77532007,-73.94795498,4
Tilia americana,40.77637571,-73.94844448,4
Gleditsia triacanthos var. inermis,40.77622658,-73.94808756,4
Tilia tomentosa,40.77721289,-73.94822162,4
Styphnolobium japonicum,40.77474973,-73.94476265,4
Gleditsia triacanthos var. inermis,40.7768803,-73.9612195,4
Prunus,40.77844688,-73.95848217,4
Crataegus,40.77783894,-73.95892764,4
Fraxinus pennsylvanica,40.77814582,-73.96251855,4
Quercus alba,40.7784412,-73.96069066,4
Fraxinus pennsylvanica,40.77817067,-73.96257762,4
Tilia cordata,40.77839253,-73.96087446,4
Zelkova serrata,40.777438,-73.96118275,4
Ginkgo biloba,40.77946949,-73.96172997,4
Tilia cordata,40.77781497,-73.96173227,4
Fraxinus pennsylvanica,40.77807045,-73.96233943,4
Gleditsia triacanthos var. inermis,40.77750427,-73.96271219,4
Platanus x acerifolia,40.77933026,-73.96004119,4
Tilia cordata,40.77896463,-73.96052935,4
Fraxinus pennsylvanica,40.77812096,-73.96245947,4
Crataegus,40.77673155,-73.95972805,4
Prunus,40.77860393,-73.95836707,4
Quercus palustris,40.77782667,-73.95953424,4
Fraxinus pennsylvanica,40.77809597,-73.96240008,4
Pyrus calleryana,40.78081212,-73.96067925,4
Ginkgo biloba,40.78036925,-73.95928334,4
Robinia pseudoacacia,40.78065324,-73.95859009,4
Malus,40.77995426,-73.95737828,4
Quercus acutissima,40.78094564,-73.95928581,4
Gleditsia triacanthos var. inermis,40.77968735,-73.95953671,4
Prunus,40.77983534,-73.95746545,4
Tilia cordata,40.7790631,-73.9582462,4
Carpinus caroliniana,40.78066338,-73.96066074,4
Quercus acutissima,40.78091591,-73.95921501,4
Koelreuteria paniculata,40.78049014,-73.95702567,4
Gleditsia triacanthos var. inermis,40.77525908,-73.95673269,4
Ginkgo biloba,40.77612284,-73.95943392,4
Gleditsia triacanthos var. inermis,40.77676439,-73.95563011,4
Zelkova serrata,40.77684839,-73.95720762,4
Pyrus calleryana,40.77804344,-73.95834346,4
Gleditsia triacanthos var. inermis,40.77735914,-73.95519736,4
Pyrus calleryana,40.77678145,-73.95944076,4
Gleditsia triacanthos var. inermis,40.77667311,-73.95569648,4
Ginkgo biloba,40.77662086,-73.95890178,4
Acer saccharinum,40.7753285,-73.95754329,4
Tilia americana,40.77549595,-73.95656053,4
Zelkova serrata,40.77582362,-73.9563208,4
Gleditsia triacanthos var. inermis,40.77560356,-73.95819477,4
Ginkgo biloba,40.77568103,-73.95667228,4
Gleditsia triacanthos var. inermis,40.77557465,-73.95812628,4
Tilia americana,40.77805679,-73.95674125,4
Pyrus calleryana,40.7763661,-73.95829741,4
Tilia americana,40.77771456,-73.95676557,4
Zelkova serrata,40.77602707,-73.95617281,4
Koelreuteria paniculata,40.77601524,-73.95746805,4
Pyrus calleryana,40.77629422,-73.9581269,4
Gleditsia triacanthos var. inermis,40.77743643,-73.95514099,4
Pyrus calleryana,40.77741512,-73.95881272,4
Platanus x acerifolia,40.7766273,-73.9577862,4
Acer platanoides,40.77781192,-73.95753165,4
Zelkova serrata,40.77612192,-73.95792558,4
Gleditsia triacanthos var. inermis,40.77641847,-73.95588162,4
Prunus,40.77650047,-73.95638799,4
Platanus x acerifolia,40.77680452,-73.95765567,4
Ginkgo biloba,40.77789997,-73.95604786,4
Tilia americana,40.77765267,-73.95681084,4
Pyrus calleryana,40.77747091,-73.95869371,4
Styphnolobium japonicum,40.7775062,-73.95877778,4
Zelkova serrata,40.78889942,-73.94839651,4
Pyrus calleryana,40.78852482,-73.94750452,4
Tilia americana,40.78797648,-73.94822412,4
Gleditsia triacanthos var. inermis,40.78865675,-73.94974785,4
Quercus palustris,40.78744421,-73.94968635,4
Platanus x acerifolia,40.7893955,-73.94760412,4
Platanus x acerifolia,40.79008801,-73.94972569,4
Quercus robur,40.7904405,-73.94619164,4
Ginkgo biloba,40.79042582,-73.94947632,4
Pyrus calleryana,40.78841704,-73.94724786,4
Gleditsia triacanthos var. inermis,40.78855663,-73.94951119,4
Platanus x acerifolia,40.78707782,-73.94964716,4
Gleditsia triacanthos var. inermis,40.78799376,-73.94986352,4
Quercus palustris,40.78985556,-73.94607406,4
Ginkgo biloba,40.79063292,-73.94932579,4
Gleditsia triacanthos var. inermis,40.78796037,-73.94978506,4
Platanus x acerifolia,40.79009163,-73.94926037,4
Pyrus calleryana,40.78845049,-73.94732751,4
Styphnolobium japonicum,40.78884616,-73.94993984,4
Ulmus parvifolia,40.78978837,-73.94854343,4
Quercus palustris,40.78762413,-73.94977519,4
Ulmus parvifolia,40.78977859,-73.94657417,4
Pyrus calleryana,40.79064267,-73.94667057,4
Ginkgo biloba,40.79070884,-73.9492706,4
Prunus virginiana,40.78804727,-73.94832109,4
Tilia cordata,40.78797534,-73.94784866,4
Zelkova serrata,40.78779528,-73.9477245,4
Koelreuteria paniculata,40.78773529,-73.9492575,4
Zelkova serrata,40.78977536,-73.94630505,4
Gleditsia triacanthos var. inermis,40.79049234,-73.94800349,4
Platanus x acerifolia,40.7876118,-73.94922303,4
Acer rubrum,40.78766027,-73.95102893,4
Ulmus parvifolia,40.78964784,-73.94794698,4
Styphnolobium japonicum,40.79109312,-73.94748392,4
Zelkova serrata,40.78732012,-73.94827373,4
Gleditsia triacanthos var. inermis,40.78833809,-73.9506727,4
Quercus rubra,40.79020431,-73.94731638,4
Styphnolobium japonicum,40.78767614,-73.94911732,4
Quercus rubra,40.78820638,-73.94727854,4
Zelkova serrata,40.78988477,-73.94656301,4
Styphnolobium japonicum,40.78955115,-73.9462964,4
Quercus palustris,40.78802797,-73.94741,4
Styphnolobium japonicum,40.79068305,-73.94676623,4
Quercus palustris,40.78755779,-73.94982331,4
Styphnolobium japonicum,40.79081325,-73.94707468,4
Platanus x acerifolia,40.78925175,-73.94921902,4
Zelkova serrata,40.78884066,-73.94796805,4
Quercus palustris,40.79041196,-73.94586445,4
Quercus palustris,40.78791135,-73.94749593,4
Zelkova serrata,40.79005999,-73.94697612,4
Quercus palustris,40.78763837,-73.94954386,4
Ulmus parvifolia,40.7897518,-73.94845697,4
Gleditsia triacanthos var. inermis,40.78738747,-73.94787913,4
Gleditsia triacanthos var. inermis,40.78830497,-73.95059487,4
Gleditsia triacanthos var. inermis,40.78817075,-73.95027945,4
Ulmus parvifolia,40.78987487,-73.94874791,4
Ulmus parvifolia,40.78787661,-73.94791705,4
Styphnolobium japonicum,40.78949838,-73.950155,4
Ulmus parvifolia,40.78982788,-73.94863684,4
Quercus rubra,40.79121417,-73.94693315,4
Quercus rubra,40.78797673,-73.94930276,4
Ulmus parvifolia,40.79005837,-73.94892121,4
Zelkova serrata,40.78937149,-73.94950247,4
Gleditsia triacanthos var. inermis,40.78852326,-73.94943231,4
Quercus rubra,40.78923291,-73.94855584,4
Tilia cordata,40.78830514,-73.94863913,4
Quercus palustris,40.79158078,-73.94694742,4
Quercus palustris,40.78752674,-73.94777768,4
Gleditsia triacanthos var. inermis,40.78827145,-73.95051609,4
Quercus palustris,40.78789542,-73.94936301,4
Quercus rubra,40.78953292,-73.94833684,4
Tilia cordata,40.79043773,-73.94787402,4
Platanus x acerifolia,40.79706529,-73.94510337,4
Quercus robur,40.79824227,-73.94424403,4
Platanus x acerifolia,40.79893327,-73.94433883,4
Quercus palustris,40.79829891,-73.94420267,4
Quercus palustris,40.80027279,-73.94579402,4
Quercus rubra,40.79911273,-73.94476088,4
Platanus x acerifolia,40.79947957,-73.94562674,4
Ginkgo biloba,40.79700145,-73.94514999,4
Tilia cordata,40.79971438,-73.94491982,4
Quercus robur,40.79853075,-73.94403339,4
Prunus,40.79964962,-73.94706182,4
Quercus robur,40.79840307,-73.94412662,4
Quercus rubra,40.79938704,-73.94515517,4
Pyrus calleryana,40.79965041,-73.94603319,4
Platanus x acerifolia,40.79837615,-73.94799159,4
Gleditsia triacanthos var. inermis,40.79868912,-73.9477631,4
Platanus x acerifolia,40.79959993,-73.94591309,4
Quercus rubra,40.78568222,-73.94854503,4
Quercus bicolor,40.78468523,-73.9479065,4
Quercus palustris,40.78577826,-73.94828698,4
Quercus palustris,40.78549374,-73.9480995,4
Gleditsia triacanthos var. inermis,40.7952761,-73.949567,4
Zelkova serrata,40.79539802,-73.9463228,4
Platanus x acerifolia,40.7947353,-73.9483083,4
Gleditsia triacanthos var. inermis,40.79446103,-73.94958437,4
Quercus velutina,40.79658458,-73.94874866,4
Quercus rubra,40.79498459,-73.94837374,4
Styphnolobium japonicum,40.79577537,-73.94880425,4
Platanus x acerifolia,40.79377036,-73.94925915,4
Platanus x acerifolia,40.79535534,-73.94782231,4
Quercus rubra,40.79533393,-73.9481154,4
Platanus x acerifolia,40.79397811,-73.9491072,4
Pyrus calleryana,40.79587465,-73.94904071,4
Zelkova serrata,40.79485859,-73.94831153,4
Quercus palustris,40.79651471,-73.94858656,4
Quercus rubra,40.79507073,-73.94831004,4
Prunus cerasifera,40.79581897,-73.94864826,4
Platanus x acerifolia,40.79539776,-73.94792433,4
Platanus x acerifolia,40.79438978,-73.94880609,4
Pyrus calleryana,40.7960545,-73.94946906,4
Zelkova serrata,40.7940511,-73.94929663,4
Gleditsia triacanthos var. inermis,40.79440121,-73.94917192,4
Quercus palustris,40.79654147,-73.94895053,4
Zelkova serrata,40.79381107,-73.94947179,4
Gleditsia triacanthos var. inermis,40.79652503,-73.94940468,4
Platanus x acerifolia,40.79407935,-73.94903315,4
Platanus x acerifolia,40.79522886,-73.94751815,4
Gleditsia triacanthos var. inermis,40.79500452,-73.94892105,4
Platanus x acerifolia,40.79469868,-73.94822104,4
Quercus rubra,40.79514921,-73.948252,4
Zelkova serrata,40.79481526,-73.94820934,4
Quercus rubra,40.79664225,-73.94695463,4
Gleditsia triacanthos var. inermis,40.79628597,-73.94585959,4
Gleditsia triacanthos var. inermis,40.79646505,-73.94554269,4
Quercus palustris,40.7962943,-73.94782255,4
Tilia cordata,40.79694953,-73.94717988,4
Gymnocladus dioicus,40.79640069,-73.94558956,4
Zelkova serrata,40.79627641,-73.94743016,4
Prunus virginiana,40.79713967,-73.94816082,4
Quercus shumardii,40.79672376,-73.94689389,4
Gleditsia triacanthos var. inermis,40.79644811,-73.94624264,4
Gymnocladus dioicus,40.79652028,-73.94550246,4
Platanus x acerifolia,40.79717201,-73.94626253,4
Pyrus calleryana,40.79697026,-73.94901296,4
Styphnolobium japonicum,40.78637121,-73.94434043,4
Quercus palustris,40.78659456,-73.94262665,4
Quercus rubra,40.78603798,-73.94283414,4
Styphnolobium japonicum,40.78592365,-73.9432779,4
Styphnolobium japonicum,40.78596622,-73.94337897,4
Cornus florida,40.78755528,-73.94740584,4
Quercus palustris,40.78723802,-73.94417222,4
Styphnolobium japonicum,40.78629777,-73.94416608,4
Quercus rubra,40.78628989,-73.94264921,4
Styphnolobium japonicum,40.78653152,-73.94472104,4
Styphnolobium japonicum,40.78616113,-73.9438417,4
Zelkova serrata,40.78842606,-73.94336163,4
Zelkova serrata,40.78782825,-73.94167537,4
Quercus rubra,40.78669005,-73.94483443,4
Zelkova serrata,40.78772383,-73.94338868,4
Tilia tomentosa,40.78665523,-73.94475164,4
Quercus rubra,40.78608856,-73.94279701,4
Quercus rubra,40.7862247,-73.94269707,4
Prunus,40.78700937,-73.94746342,4
Gleditsia triacanthos var. inermis,40.78598483,-73.94315758,4
Styphnolobium japonicum,40.78599682,-73.94345162,4
Styphnolobium japonicum,40.78609781,-73.94369135,4
Zelkova serrata,40.78847784,-73.94322602,4
Styphnolobium japonicum,40.7863313,-73.94424567,4
Styphnolobium japonicum,40.78649959,-73.94464523,4
Zelkova serrata,40.78835052,-73.94318303,4
Zelkova serrata,40.78845662,-73.9434339,4
Styphnolobium japonicum,40.78626757,-73.94409438,4
Styphnolobium japonicum,40.78623324,-73.94401289,4
Quercus palustris,40.78699567,-73.94359009,4
